,tweet_id,created_at,retweet_count,favorite_count,stages_of_dogs,source
1699,672481316919734272,2015-12-03 18:23:34+00:00,137,757,pupper,Twitter for iPhone
1700,672475084225949696,2015-12-03 17:58:48+00:00,770,1529,,Twitter for iPhone
1701,672466075045466113,2015-12-03 17:23:00+00:00,598,1447,,Twitter for iPhone
1702,672272411274932228,2015-12-03 04:33:27+00:00,3677,6888,,Twitter for iPhone
1703,672267570918129665,2015-12-03 04:14:13+00:00,666,1588,,Twitter for iPhone
1704,672264251789176834,2015-12-03 04:01:02+00:00,383,1212,,Twitter for iPhone
1705,672256522047614977,2015-12-03 03:30:19+00:00,1699,2999,,Twitter for iPhone
1706,672254177670729728,2015-12-03 03:21:00+00:00,800,1515,pupper,Twitter for iPhone
1707,672248013293752320,2015-12-03 02:56:30+00:00,656,1833,,Twitter for iPhone
1708,672245253877968896,2015-12-03 02:45:32+00:00,169,733,,Twitter for iPhone
1709,672239279297454080,2015-12-03 02:21:48+00:00,347,953,,Twitter for iPhone
1710,672231046314901505,2015-12-03 01:49:05+00:00,1089,1956,,Twitter for iPhone
1711,672222792075620352,2015-12-03 01:16:17+00:00,231,833,,Twitter for iPhone
1712,672205392827572224,2015-12-03 00:07:09+00:00,1270,2414,pupper,Twitter for iPhone
1713,672169685991993344,2015-12-02 21:45:16+00:00,408,1074,,Twitter for iPhone
1714,672160042234327040,2015-12-02 21:06:56+00:00,395,918,pupper,Twitter for iPhone
1715,672139350159835138,2015-12-02 19:44:43+00:00,792,1876,,Twitter for iPhone
1716,672125275208069120,2015-12-02 18:48:47+00:00,1253,2578,,Twitter for iPhone
1717,672095186491711488,2015-12-02 16:49:14+00:00,395,1063,,Twitter for iPhone
1718,672082170312290304,2015-12-02 15:57:30+00:00,402,1003,,Twitter for iPhone
1719,672068090318987265,2015-12-02 15:01:33+00:00,564,1389,,Twitter for iPhone
1720,671896809300709376,2015-12-02 03:40:57+00:00,4519,9016,,Twitter for iPhone
1721,671891728106971137,2015-12-02 03:20:45+00:00,618,1415,,Twitter for iPhone
1722,671882082306625538,2015-12-02 02:42:26+00:00,1488,3693,,Twitter for iPhone
1723,671879137494245376,2015-12-02 02:30:43+00:00,748,1507,,Twitter for iPhone
1724,671874878652489728,2015-12-02 02:13:48+00:00,601,1330,,Twitter for iPhone
1725,671866342182637568,2015-12-02 01:39:53+00:00,548,1191,,Twitter for iPhone
1726,671855973984772097,2015-12-02 00:58:41+00:00,502,977,,Twitter for iPhone
1727,671789708968640512,2015-12-01 20:35:22+00:00,3811,7527,,Twitter for iPhone
1728,671768281401958400,2015-12-01 19:10:13+00:00,572,1269,,Twitter for iPhone
1729,671763349865160704,2015-12-01 18:50:38+00:00,999,1788,,Twitter for iPhone
1730,671744970634719232,2015-12-01 17:37:36+00:00,841,1430,,Twitter for iPhone
1731,671735591348891648,2015-12-01 17:00:19+00:00,819,1534,,Twitter for iPhone
1732,671729906628341761,2015-12-01 16:37:44+00:00,4795,9119,,Twitter for iPhone
1733,671561002136281088,2015-12-01 05:26:34+00:00,7931,13679,,Twitter for iPhone
1734,671547767500775424,2015-12-01 04:33:59+00:00,658,1444,,Twitter for iPhone
1735,671544874165002241,2015-12-01 04:22:29+00:00,1145,2126,,Twitter for iPhone
1736,671542985629241344,2015-12-01 04:14:59+00:00,616,1166,,Twitter for iPhone
1737,671538301157904385,2015-12-01 03:56:22+00:00,436,993,,Twitter for iPhone
1738,671536543010570240,2015-12-01 03:49:23+00:00,441,1253,,Twitter for iPhone
1739,671533943490011136,2015-12-01 03:39:03+00:00,631,1092,,Twitter for iPhone
1740,671528761649688577,2015-12-01 03:18:27+00:00,280,896,,Twitter for iPhone
1741,671520732782923777,2015-12-01 02:46:33+00:00,582,1499,,Twitter for iPhone
1742,671518598289059840,2015-12-01 02:38:04+00:00,319,1010,,Twitter for iPhone
1743,671511350426865664,2015-12-01 02:09:16+00:00,791,1734,,Twitter for iPhone
1744,671504605491109889,2015-12-01 01:42:28+00:00,3866,7495,,Twitter for iPhone
1745,671497587707535361,2015-12-01 01:14:35+00:00,481,980,,Twitter for iPhone
1746,671488513339211776,2015-12-01 00:38:31+00:00,516,1073,,Twitter for iPhone
1747,671486386088865792,2015-12-01 00:30:04+00:00,226,621,,Twitter for iPhone
1748,671485057807351808,2015-12-01 00:24:48+00:00,253,806,,Twitter for iPhone
1749,671390180817915904,2015-11-30 18:07:47+00:00,805,1513,,Twitter for iPhone
1750,671362598324076544,2015-11-30 16:18:11+00:00,325,1193,,Twitter for iPhone
1751,671357843010908160,2015-11-30 15:59:17+00:00,157,426,,Twitter for iPhone
1752,671355857343524864,2015-11-30 15:51:24+00:00,119,508,,Twitter for iPhone
1753,671347597085433856,2015-11-30 15:18:34+00:00,476,1031,,Twitter for iPhone
1754,671186162933985280,2015-11-30 04:37:05+00:00,241,788,,Twitter for iPhone
1755,671182547775299584,2015-11-30 04:22:44+00:00,378,1193,,Twitter for iPhone
1756,671166507850801152,2015-11-30 03:18:59+00:00,390,931,,Twitter for iPhone
1757,671163268581498880,2015-11-30 03:06:07+00:00,1198,1763,,Twitter for iPhone
1758,671159727754231808,2015-11-30 02:52:03+00:00,89,401,,Twitter for iPhone
1759,671154572044468225,2015-11-30 02:31:34+00:00,241,769,,Twitter for iPhone
1760,671151324042559489,2015-11-30 02:18:39+00:00,166,714,,Twitter for iPhone
1761,671141549288370177,2015-11-30 01:39:49+00:00,713,1246,,Twitter for iPhone
1762,671138694582165504,2015-11-30 01:28:28+00:00,448,996,,Twitter for iPhone
1763,671134062904504320,2015-11-30 01:10:04+00:00,212,796,,Twitter for iPhone
1764,671122204919246848,2015-11-30 00:22:57+00:00,2763,3729,,Twitter for iPhone
1765,671115716440031232,2015-11-29 23:57:10+00:00,842,1436,,Twitter for iPhone
1766,671109016219725825,2015-11-29 23:30:32+00:00,478,1225,,Twitter for iPhone
1767,670995969505435648,2015-11-29 16:01:20+00:00,317,1175,,Twitter for iPhone
1768,670842764863651840,2015-11-29 05:52:33+00:00,4324,7989,,Twitter for iPhone
1769,670840546554966016,2015-11-29 05:43:44+00:00,213,634,,Twitter for iPhone
1770,670838202509447168,2015-11-29 05:34:25+00:00,758,1189,,Twitter for iPhone
1771,670833812859932673,2015-11-29 05:16:59+00:00,135,474,,Twitter for iPhone
1772,670832455012716544,2015-11-29 05:11:35+00:00,242,780,,Twitter for iPhone
1773,670826280409919488,2015-11-29 04:47:03+00:00,4485,5961,,Twitter for iPhone
1774,670823764196741120,2015-11-29 04:37:03+00:00,205,824,,Twitter for iPhone
1775,670822709593571328,2015-11-29 04:32:51+00:00,105,647,,Twitter for iPhone
1776,670815497391357952,2015-11-29 04:04:12+00:00,1708,3410,,Twitter for iPhone
1777,670811965569282048,2015-11-29 03:50:10+00:00,295,1202,,Twitter for iPhone
1778,670807719151067136,2015-11-29 03:33:17+00:00,546,1234,,Twitter for iPhone
1779,670804601705242624,2015-11-29 03:20:54+00:00,1035,2098,,Twitter for iPhone
1780,670803562457407488,2015-11-29 03:16:46+00:00,95,362,,Twitter for iPhone
1781,670797304698376195,2015-11-29 02:51:54+00:00,262,780,,Twitter for iPhone
1782,670792680469889025,2015-11-29 02:33:32+00:00,298,889,,Twitter for iPhone
1783,670789397210615808,2015-11-29 02:20:29+00:00,255,700,,Twitter for iPhone
1784,670786190031921152,2015-11-29 02:07:44+00:00,218,640,,Twitter for iPhone
1785,670783437142401025,2015-11-29 01:56:48+00:00,431,872,,Twitter for iPhone
1786,670782429121134593,2015-11-29 01:52:48+00:00,863,1691,,Twitter for iPhone
1787,670780561024270336,2015-11-29 01:45:22+00:00,317,831,,Twitter for iPhone
1788,670778058496974848,2015-11-29 01:35:26+00:00,77,345,,Twitter for iPhone
1789,670764103623966721,2015-11-29 00:39:59+00:00,466,1154,,Twitter for iPhone
1790,670755717859713024,2015-11-29 00:06:39+00:00,123,475,,Twitter for iPhone
1791,670733412878163972,2015-11-28 22:38:01+00:00,558,1030,,Twitter for iPhone
1792,670727704916926465,2015-11-28 22:15:21+00:00,403,887,,Twitter for iPhone
1793,670717338665226240,2015-11-28 21:34:09+00:00,547,1301,,Twitter for iPhone
1794,670704688707301377,2015-11-28 20:43:53+00:00,405,814,,Twitter for iPhone
1795,670691627984359425,2015-11-28 19:51:59+00:00,266,632,,Twitter for iPhone
1796,670679630144274432,2015-11-28 19:04:19+00:00,315,799,,Twitter for iPhone
1797,670676092097810432,2015-11-28 18:50:15+00:00,45,267,,Twitter for iPhone
1798,670668383499735048,2015-11-28 18:19:37+00:00,5537,11452,,Twitter for iPhone
1799,670474236058800128,2015-11-28 05:28:09+00:00,835,1635,,Twitter for iPhone
1800,670468609693655041,2015-11-28 05:05:47+00:00,90,375,,Twitter for iPhone
1801,670465786746662913,2015-11-28 04:54:34+00:00,608,1048,,Twitter for iPhone
1802,670452855871037440,2015-11-28 04:03:11+00:00,225,580,,Twitter for iPhone
1803,670449342516494336,2015-11-28 03:49:14+00:00,729,1264,,Twitter for iPhone
1804,670444955656130560,2015-11-28 03:31:48+00:00,2153,7120,,Twitter for iPhone
1805,670442337873600512,2015-11-28 03:21:24+00:00,213,690,,Twitter for iPhone
1806,670435821946826752,2015-11-28 02:55:30+00:00,570,1127,,Twitter for iPhone
1807,670434127938719744,2015-11-28 02:48:46+00:00,708,1501,,Twitter for iPhone
1808,670433248821026816,2015-11-28 02:45:17+00:00,122,345,,Twitter for iPhone
1809,670428280563085312,2015-11-28 02:25:32+00:00,694,1484,,Twitter for iPhone
1810,670421925039075328,2015-11-28 02:00:17+00:00,709,1415,,Twitter for iPhone
1811,670420569653809152,2015-11-28 01:54:54+00:00,342,668,,Twitter for iPhone
1812,670417414769758208,2015-11-28 01:42:22+00:00,350,604,,Twitter for iPhone
1813,670411370698022913,2015-11-28 01:18:21+00:00,991,2176,,Twitter for iPhone
1814,670408998013820928,2015-11-28 01:08:55+00:00,249,600,,Twitter for iPhone
1815,670403879788544000,2015-11-28 00:48:35+00:00,173,460,,Twitter for iPhone
1816,670385711116361728,2015-11-27 23:36:23+00:00,234,593,,Twitter for iPhone
1817,670374371102445568,2015-11-27 22:51:19+00:00,295,785,,Twitter for iPhone
1818,670338931251150849,2015-11-27 20:30:30+00:00,122,451,,Twitter for iPhone
1819,670319130621435904,2015-11-27 19:11:49+00:00,1359,4110,,Twitter for iPhone
1820,670290420111441920,2015-11-27 17:17:44+00:00,315,750,,Twitter for iPhone
1821,670093938074779648,2015-11-27 04:16:59+00:00,365,1106,,Twitter for iPhone
1822,670086499208155136,2015-11-27 03:47:25+00:00,275,740,,Twitter for iPhone
1823,670079681849372674,2015-11-27 03:20:20+00:00,1373,2390,,Twitter for iPhone
1824,670073503555706880,2015-11-27 02:55:47+00:00,874,1674,,Twitter for iPhone
1825,670069087419133954,2015-11-27 02:38:14+00:00,278,676,,Twitter for iPhone
1826,670061506722140161,2015-11-27 02:08:07+00:00,373,822,,Twitter for iPhone
1827,670055038660800512,2015-11-27 01:42:24+00:00,357,716,,Twitter for iPhone
1828,670046952931721218,2015-11-27 01:10:17+00:00,191,684,,Twitter for iPhone
1829,670040295598354432,2015-11-27 00:43:49+00:00,118,801,,Twitter for iPhone
1830,670037189829525505,2015-11-27 00:31:29+00:00,306,625,,Twitter for iPhone
1831,670003130994700288,2015-11-26 22:16:09+00:00,100,352,,Twitter for iPhone
1832,669993076832759809,2015-11-26 21:36:12+00:00,92,344,,Twitter for iPhone
1833,669972011175813120,2015-11-26 20:12:29+00:00,175,471,,Twitter for iPhone
1834,669970042633789440,2015-11-26 20:04:40+00:00,65,317,,Twitter for iPhone
1835,669942763794931712,2015-11-26 18:16:16+00:00,183,536,,Twitter for iPhone
1836,669926384437997569,2015-11-26 17:11:11+00:00,115,400,,Twitter for iPhone
1837,669753178989142016,2015-11-26 05:42:55+00:00,431,858,,Twitter for iPhone
1838,669749430875258880,2015-11-26 05:28:02+00:00,71,289,,Twitter for iPhone
1839,669683899023405056,2015-11-26 01:07:38+00:00,119,412,,Twitter for iPhone
1840,669682095984410625,2015-11-26 01:00:28+00:00,146,375,,Twitter for iPhone
1841,669680153564442624,2015-11-26 00:52:45+00:00,311,712,,Twitter for iPhone
1842,669625907762618368,2015-11-25 21:17:12+00:00,1963,3769,,Twitter for iPhone
1843,669603084620980224,2015-11-25 19:46:30+00:00,401,1006,,Twitter for iPhone
1844,669597912108789760,2015-11-25 19:25:57+00:00,163,550,,Twitter for iPhone
1845,669583744538451968,2015-11-25 18:29:39+00:00,1017,1587,,Twitter for iPhone
1846,669573570759163904,2015-11-25 17:49:14+00:00,156,467,,Twitter for iPhone
1847,669571471778410496,2015-11-25 17:40:53+00:00,1085,1684,,Twitter for iPhone
1848,669567591774625800,2015-11-25 17:25:28+00:00,61,248,,Twitter for iPhone
1849,669393256313184256,2015-11-25 05:52:43+00:00,83,383,,Twitter for iPhone
1850,669375718304980992,2015-11-25 04:43:02+00:00,792,1425,,Twitter for iPhone
1851,669371483794317312,2015-11-25 04:26:12+00:00,196,524,,Twitter for iPhone
1852,669367896104181761,2015-11-25 04:11:57+00:00,172,485,,Twitter for iPhone
1853,669363888236994561,2015-11-25 03:56:01+00:00,252,669,,Twitter for iPhone
1854,669359674819481600,2015-11-25 03:39:17+00:00,134,390,,Twitter for iPhone
1855,669354382627049472,2015-11-25 03:18:15+00:00,1390,2889,,Twitter for iPhone
1856,669353438988365824,2015-11-25 03:14:30+00:00,281,687,,Twitter for iPhone
1857,669351434509529089,2015-11-25 03:06:32+00:00,207,474,,Twitter for iPhone
1858,669328503091937280,2015-11-25 01:35:25+00:00,452,1081,,Twitter for iPhone
1859,669327207240699904,2015-11-25 01:30:16+00:00,127,610,,Twitter for iPhone
1860,669324657376567296,2015-11-25 01:20:08+00:00,223,525,,Twitter for iPhone
1861,669216679721873412,2015-11-24 18:11:04+00:00,422,958,,Twitter for iPhone
1862,669214165781868544,2015-11-24 18:01:05+00:00,183,468,,Twitter for iPhone
1863,669203728096960512,2015-11-24 17:19:36+00:00,522,1074,,Twitter for iPhone
1864,669037058363662336,2015-11-24 06:17:19+00:00,336,698,,Twitter for iPhone
1865,669015743032369152,2015-11-24 04:52:37+00:00,403,785,,Twitter for iPhone
1866,669006782128353280,2015-11-24 04:17:01+00:00,269,610,,Twitter for iPhone
1867,669000397445533696,2015-11-24 03:51:38+00:00,6965,22118,,Twitter for iPhone
1868,668994913074286592,2015-11-24 03:29:51+00:00,254,468,,Twitter for iPhone
1869,668992363537309700,2015-11-24 03:19:43+00:00,381,802,,Twitter for iPhone
1870,668989615043424256,2015-11-24 03:08:48+00:00,356,726,,Twitter for iPhone
1871,668988183816871936,2015-11-24 03:03:06+00:00,516,961,,Twitter for iPhone
1872,668986018524233728,2015-11-24 02:54:30+00:00,183,578,,Twitter for iPhone
1873,668981893510119424,2015-11-24 02:38:07+00:00,340,573,,Twitter for iPhone
1874,668979806671884288,2015-11-24 02:29:49+00:00,382,842,,Twitter for iPhone
1875,668975677807423489,2015-11-24 02:13:25+00:00,641,1386,,Twitter for iPhone
1876,668960084974809088,2015-11-24 01:11:27+00:00,263,757,,Twitter for iPhone
1877,668932921458302977,2015-11-23 23:23:31+00:00,63,284,,Twitter for iPhone
1878,668902994700836864,2015-11-23 21:24:36+00:00,107,338,,Twitter for iPhone
1879,668892474547511297,2015-11-23 20:42:48+00:00,164,422,,Twitter for iPhone
1880,668872652652679168,2015-11-23 19:24:02+00:00,322,566,,Twitter for iPhone
1881,668852170888998912,2015-11-23 18:02:38+00:00,184,479,,Twitter for iPhone
1882,668826086256599040,2015-11-23 16:18:59+00:00,150,467,,Twitter for iPhone
1883,668779399630725120,2015-11-23 13:13:28+00:00,409,749,,Twitter for iPhone
1884,668655139528511488,2015-11-23 04:59:42+00:00,233,562,,Twitter for iPhone
1885,668645506898350081,2015-11-23 04:21:26+00:00,588,962,,Twitter for iPhone
1886,668643542311546881,2015-11-23 04:13:37+00:00,576,939,,Twitter for iPhone
1887,668641109086707712,2015-11-23 04:03:57+00:00,573,1145,,Twitter for iPhone
1888,668636665813057536,2015-11-23 03:46:18+00:00,528,1114,,Twitter for iPhone
1889,668633411083464705,2015-11-23 03:33:22+00:00,1788,3024,,Twitter for iPhone
1890,668631377374486528,2015-11-23 03:25:17+00:00,349,763,,Twitter for iPhone
1891,668627278264475648,2015-11-23 03:09:00+00:00,123,341,,Twitter for iPhone
1892,668625577880875008,2015-11-23 03:02:14+00:00,140,417,,Twitter for iPhone
1893,668623201287675904,2015-11-23 02:52:48+00:00,851,1551,,Twitter for iPhone
1894,668620235289837568,2015-11-23 02:41:01+00:00,45,211,,Twitter for iPhone
1895,668567822092664832,2015-11-22 23:12:44+00:00,62,265,,Twitter for iPhone
1896,668544745690562560,2015-11-22 21:41:02+00:00,250,561,,Twitter for iPhone
1897,668542336805281792,2015-11-22 21:31:28+00:00,231,497,,Twitter for iPhone
1898,668537837512433665,2015-11-22 21:13:35+00:00,79,265,,Twitter for iPhone
1899,668528771708952576,2015-11-22 20:37:34+00:00,242,496,,Twitter for iPhone
1900,668496999348633600,2015-11-22 18:31:19+00:00,146,436,,Twitter for iPhone
1901,668484198282485761,2015-11-22 17:40:27+00:00,253,453,,Twitter for iPhone
1902,668480044826800133,2015-11-22 17:23:57+00:00,162,491,,Twitter for iPhone
1903,668297328638447616,2015-11-22 05:17:54+00:00,319,656,,Twitter for iPhone
1904,668291999406125056,2015-11-22 04:56:43+00:00,34,264,,Twitter for iPhone
1905,668286279830867968,2015-11-22 04:33:59+00:00,149,535,,Twitter for iPhone
1906,668274247790391296,2015-11-22 03:46:11+00:00,248,886,,Twitter for iPhone
1907,668268907921326080,2015-11-22 03:24:58+00:00,261,592,,Twitter for iPhone
1908,668256321989451776,2015-11-22 02:34:57+00:00,667,1385,,Twitter for iPhone
1909,668248472370458624,2015-11-22 02:03:45+00:00,523,1056,,Twitter for iPhone
1910,668237644992782336,2015-11-22 01:20:44+00:00,3100,6614,,Twitter for iPhone
1911,668226093875376128,2015-11-22 00:34:50+00:00,115,323,,Twitter for iPhone
1912,668221241640230912,2015-11-22 00:15:33+00:00,215,537,,Twitter for iPhone
1913,668204964695683073,2015-11-21 23:10:52+00:00,206,586,,Twitter for iPhone
1914,668190681446379520,2015-11-21 22:14:07+00:00,210,696,,Twitter for iPhone
1915,668154635664932864,2015-11-21 19:50:53+00:00,336,522,,Twitter for iPhone
1916,668142349051129856,2015-11-21 19:02:04+00:00,306,592,,Twitter for iPhone
1917,668113020489474048,2015-11-21 17:05:31+00:00,265,709,,Twitter for iPhone
1918,667937095915278337,2015-11-21 05:26:27+00:00,866,1356,,Twitter for iPhone
1919,667924896115245057,2015-11-21 04:37:59+00:00,119,318,,Twitter for iPhone
1920,667915453470232577,2015-11-21 04:00:28+00:00,59,222,,Twitter for iPhone
1921,667911425562669056,2015-11-21 03:44:27+00:00,329,523,,Twitter for iPhone
1922,667902449697558528,2015-11-21 03:08:47+00:00,396,905,,Twitter for iPhone
1923,667886921285246976,2015-11-21 02:07:05+00:00,1180,2011,,Twitter for iPhone
1924,667885044254572545,2015-11-21 01:59:37+00:00,530,868,,Twitter for iPhone
1925,667878741721415682,2015-11-21 01:34:35+00:00,127,409,,Twitter for iPhone
1926,667873844930215936,2015-11-21 01:15:07+00:00,440,667,,Twitter for iPhone
1927,667866724293877760,2015-11-21 00:46:50+00:00,1110,3172,,Twitter for iPhone
1928,667832474953625600,2015-11-20 22:30:44+00:00,68,303,,Twitter for iPhone
1929,667806454573760512,2015-11-20 20:47:20+00:00,535,1111,,Twitter for iPhone
1930,667801013445750784,2015-11-20 20:25:43+00:00,101,346,,Twitter for iPhone
1931,667793409583771648,2015-11-20 19:55:30+00:00,358,736,,Twitter for iPhone
1932,667782464991965184,2015-11-20 19:12:01+00:00,261,434,,Twitter for iPhone
1933,667766675769573376,2015-11-20 18:09:16+00:00,243,476,,Twitter Web Client
1934,667728196545200128,2015-11-20 15:36:22+00:00,162,398,,Twitter Web Client
1935,667724302356258817,2015-11-20 15:20:54+00:00,341,517,,Twitter Web Client
1938,667549055577362432,2015-11-20 03:44:31+00:00,2454,6138,,Twitter Web Client
1939,667546741521195010,2015-11-20 03:35:20+00:00,138,355,,Twitter Web Client
1940,667544320556335104,2015-11-20 03:25:43+00:00,568,917,,Twitter Web Client
1941,667534815156183040,2015-11-20 02:47:56+00:00,576,866,,Twitter Web Client
1942,667530908589760512,2015-11-20 02:32:25+00:00,264,501,,Twitter Web Client
1943,667524857454854144,2015-11-20 02:08:22+00:00,1198,1798,,Twitter Web Client
1944,667517642048163840,2015-11-20 01:39:42+00:00,203,389,,Twitter Web Client
1945,667509364010450944,2015-11-20 01:06:48+00:00,2272,7148,,Twitter Web Client
1946,667502640335572993,2015-11-20 00:40:05+00:00,231,563,,Twitter Web Client
1947,667495797102141441,2015-11-20 00:12:54+00:00,294,565,,Twitter Web Client
1948,667491009379606528,2015-11-19 23:53:52+00:00,242,559,,Twitter Web Client
1949,667455448082227200,2015-11-19 21:32:34+00:00,66,203,,Twitter Web Client
1950,667453023279554560,2015-11-19 21:22:56+00:00,96,327,,Twitter Web Client
1951,667443425659232256,2015-11-19 20:44:47+00:00,620,833,,Twitter for iPhone
1952,667437278097252352,2015-11-19 20:20:22+00:00,257,483,,Twitter for iPhone
1953,667435689202614272,2015-11-19 20:14:03+00:00,89,326,,Twitter for iPhone
1954,667405339315146752,2015-11-19 18:13:27+00:00,234,489,,Twitter for iPhone
1955,667393430834667520,2015-11-19 17:26:08+00:00,60,211,,Twitter for iPhone
1956,667369227918143488,2015-11-19 15:49:57+00:00,173,385,,Twitter for iPhone
1957,667211855547486208,2015-11-19 05:24:37+00:00,258,516,,Twitter for iPhone
1958,667200525029539841,2015-11-19 04:39:35+00:00,282,658,,Twitter for iPhone
1959,667192066997374976,2015-11-19 04:05:59+00:00,115,414,,Twitter for iPhone
1960,667188689915760640,2015-11-19 03:52:34+00:00,449,784,,Twitter for iPhone
1961,667182792070062081,2015-11-19 03:29:07+00:00,6618,15075,,Twitter for iPhone
1962,667176164155375616,2015-11-19 03:02:47+00:00,484,640,,Twitter for iPhone
1963,667174963120574464,2015-11-19 02:58:01+00:00,88,262,,Twitter for iPhone
1964,667171260800061440,2015-11-19 02:43:18+00:00,97,235,,Twitter for iPhone
1965,667165590075940865,2015-11-19 02:20:46+00:00,1241,2819,,Twitter for iPhone
1966,667160273090932737,2015-11-19 01:59:39+00:00,66,268,,Twitter for iPhone
1967,667152164079423490,2015-11-19 01:27:25+00:00,18285,49720,,Twitter for iPhone
1968,667138269671505920,2015-11-19 00:32:12+00:00,2387,4851,,Twitter for iPhone
1969,667119796878725120,2015-11-18 23:18:48+00:00,135,346,,Twitter for iPhone
1970,667090893657276420,2015-11-18 21:23:57+00:00,132,349,,Twitter for iPhone
1971,667073648344346624,2015-11-18 20:15:26+00:00,134,425,,Twitter for iPhone
1972,667065535570550784,2015-11-18 19:43:11+00:00,51,175,,Twitter for iPhone
1973,667062181243039745,2015-11-18 19:29:52+00:00,57,227,,Twitter for iPhone
1974,667044094246576128,2015-11-18 18:17:59+00:00,54,198,,Twitter for iPhone
1975,667012601033924608,2015-11-18 16:12:51+00:00,237,471,,Twitter for iPhone
1976,666996132027977728,2015-11-18 15:07:24+00:00,102,258,,Twitter for iPhone
1977,666837028449972224,2015-11-18 04:35:11+00:00,584,857,,Twitter for iPhone
1978,666835007768551424,2015-11-18 04:27:09+00:00,83,222,,Twitter for iPhone
1979,666826780179869698,2015-11-18 03:54:28+00:00,105,266,,Twitter for iPhone
1980,666817836334096384,2015-11-18 03:18:55+00:00,267,540,,Twitter for iPhone
1981,666804364988780544,2015-11-18 02:25:23+00:00,95,250,,Twitter for iPhone
1982,666786068205871104,2015-11-18 01:12:41+00:00,521,800,,Twitter for iPhone
1983,666776908487630848,2015-11-18 00:36:17+00:00,186,368,,Twitter for iPhone
1984,666739327293083650,2015-11-17 22:06:57+00:00,71,244,,Twitter for iPhone
1985,666691418707132416,2015-11-17 18:56:35+00:00,51,196,,Twitter for iPhone
1986,666649482315059201,2015-11-17 16:09:56+00:00,608,923,,Twitter for iPhone
1987,666644823164719104,2015-11-17 15:51:26+00:00,88,238,,Twitter for iPhone
1988,666454714377183233,2015-11-17 03:16:00+00:00,223,545,,Twitter for iPhone
1989,666447344410484738,2015-11-17 02:46:43+00:00,23,107,,Twitter for iPhone
1990,666437273139982337,2015-11-17 02:06:42+00:00,52,131,,Twitter for iPhone
1991,666435652385423360,2015-11-17 02:00:15+00:00,54,170,,Twitter for iPhone
1992,666430724426358785,2015-11-17 01:40:41+00:00,204,330,,Twitter for iPhone
1993,666428276349472768,2015-11-17 01:30:57+00:00,90,171,,Twitter for iPhone
1994,666421158376562688,2015-11-17 01:02:40+00:00,118,327,,Twitter for iPhone
1995,666418789513326592,2015-11-17 00:53:15+00:00,48,129,,Twitter for iPhone
1996,666411507551481857,2015-11-17 00:24:19+00:00,339,459,,Twitter for iPhone
1997,666396247373291520,2015-11-16 23:23:41+00:00,92,172,,Twitter for iPhone
1998,666373753744588802,2015-11-16 21:54:18+00:00,100,194,,Twitter for iPhone
1999,666362758909284353,2015-11-16 21:10:36+00:00,595,804,,Twitter for iPhone
2000,666353288456101888,2015-11-16 20:32:58+00:00,77,229,,Twitter for iPhone
2001,666345417576210432,2015-11-16 20:01:42+00:00,146,307,,Twitter for iPhone
2002,666337882303524864,2015-11-16 19:31:45+00:00,96,204,,Twitter for iPhone
2003,666287406224695296,2015-11-16 16:11:11+00:00,71,152,,Twitter for iPhone
2004,666273097616637952,2015-11-16 15:14:19+00:00,82,184,,Twitter for iPhone
2005,666268910803644416,2015-11-16 14:57:41+00:00,37,108,,Twitter for iPhone
2006,666104133288665088,2015-11-16 04:02:55+00:00,6871,14765,,Twitter for iPhone
2007,666102155909144576,2015-11-16 03:55:04+00:00,16,81,,Twitter for iPhone
2008,666099513787052032,2015-11-16 03:44:34+00:00,73,164,,Twitter for iPhone
2009,666094000022159362,2015-11-16 03:22:39+00:00,79,169,,Twitter for iPhone
2010,666082916733198337,2015-11-16 02:38:37+00:00,47,121,,Twitter for iPhone
2011,666073100786774016,2015-11-16 01:59:36+00:00,174,335,,Twitter for iPhone
2012,666071193221509120,2015-11-16 01:52:02+00:00,67,154,,Twitter for iPhone
2013,666063827256086533,2015-11-16 01:22:45+00:00,232,496,,Twitter for iPhone
2014,666058600524156928,2015-11-16 01:01:59+00:00,61,115,,Twitter for iPhone
2015,666051853826850816,2015-11-16 00:35:11+00:00,879,1253,,Twitter for iPhone
2016,666049248165822465,2015-11-16 00:24:50+00:00,41,111,,Twitter for iPhone
2017,666020888022790149,2015-11-15 22:32:08+00:00,532,2535,,Twitter for iPhone
